"speaker","party","gender","date","agenda","speechnumber","text","translated_text","language","scientific_prop","social_prop","speech_length","year","female","emotion_prop"
"Silvia Modig","The Left","Female",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",9,"Mr President, I would say yes, Frans, this is a good day. We must at some point also stop and be happy because we have done a great job. I think personally that the Green Deal has been a success, even if our targets are still below scientific advice, even though we still don’t fully respect our planet’s boundaries, the Green Deal has been a success. We have been able to put this ship that is the EU on a completely new course, and that is significant. This message we must give to Europeans, who are feeling anxiety about climate change, they are feeling that progress is not fast enough. We must also show that progress happens all the time, sometimes with baby steps, but we are going forward. I am quite sure that the next Parliament will have to revise our targets, but they also get to collect on the positive side: they can take the circular economy forward, create new jobs, create sustainable economic growth. But essential for the next Parliament and the next Commission, I believe, is that we have to put the social aspect in the centre of it all because we need the EPP along, but more we need the people to trust in us and what we are doing. So social fairness, Frans, leave that as a testimony for the new Commission.","Mr President, I would say yes, Frans, this is a good day. We must at some point also stop and be happy because we have done a great job. I think personally that the Green Deal has been a success, even if our targets are still below scientific advice, even though we still don’t fully respect our planet’s boundaries, the Green Deal has been a success. We have been able to put this ship that is the EU on a completely new course, and that is significant. This message we must give to Europeans, who are feeling anxiety about climate change, they are feeling that progress is not fast enough. We must also show that progress happens all the time, sometimes with baby steps, but we are going forward. I am quite sure that the next Parliament will have to revise our targets, but they also get to collect on the positive side: they can take the circular economy forward, create new jobs, create sustainable economic growth. But essential for the next Parliament and the next Commission, I believe, is that we have to put the social aspect in the centre of it all because we need the EPP along, but more we need the people to trust in us and what we are doing. So social fairness, Frans, leave that as a testimony for the new Commission.","en",0.0087719298245614,0.0350877192982456,228,"2023",1,0
"Angelika Winzig","PPE","Female",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",10,"Herr Präsident! Der Grüne Deal ist das größte Legislativpaket, das das Europäische Parlament jemals verhandelt hat, und daher ist es logisch, dass die EU auf dem Weg zum grünen Wandel auf Hindernisse stoßen wird. Das große Problem wird sein, dass wir uns Ziele gesteckt haben, bei denen wir oftmals noch nicht einmal die notwendigen Technologien entwickelt haben, um diese Ziele zu erfüllen. Ich denke nur an die Substitution von F-Gasen in den Wärmepumpen. Ja, und darüber hinaus fehlt beim Grünen Deal, Herr Timmermans, noch immer der versprochene Deal für die Wirtschaft, sodass wir nicht wissen, ob und wie wir als Unternehmer diesen Transformationsprozess erfolgreich schaffen können. Und, by the way, die Abwanderung von Unternehmen nimmt zurzeit aktuell sehr stark zu. Daher ist es höchst an der Zeit, dass wir uns der europäischen Standortpolitik widmen. Unternehmen durch Anreize zu motivieren und zu unterstützen, anstatt sie mit Auflagen und Strafen zu behindern, wäre der richtige Weg. Wir haben die richtigen Konzepte mit der KMU-Strategie, der Industriestrategie, aber die Umsetzung lässt auf sich warten. Aber nur auf diese Weise können unsere Unternehmerinnen und Unternehmer auch in Zukunft die nötigen Innovationen liefern und Investitionen tätigen, die uns dabei helfen, die Hindernisse auf dem Weg zum grünen Wandel zu überwinden. Ich darf ganz herzlich eine Gruppe von Ein-Personen-Unternehmen aus ganz Europa hier begrüßen.","Mr. President, the Green Deal is the largest legislative package that the European Parliament has ever negotiated, and it is therefore logical that the EU will encounter obstacles on the road to green transition. The big problem will be that we have set ourselves targets for which we often do not even have the necessary technologies to achieve them. I am thinking, for example, of the substitution of F-gases in heat pumps. Yes, and what is more, Mr. Timmermans, the Green Deal still lacks the promised deal for the economy, so we do not know whether and how we as entrepreneurs can successfully manage this transformation process. And, by the way, the exodus of companies is currently increasing rapidly. It is therefore high time that we address European location policy. Motivating and supporting companies through incentives, rather than hindering them with regulations and penalties, would be the right way forward. We have the right concepts with the SME strategy and the industrial strategy, but implementation is slow in coming. However, this is the only way our entrepreneurs will be able to continue to deliver the necessary innovations and make the investments that will help us overcome the obstacles on the path to green transition. I would like to warmly welcome a group of one-person companies from all over Europe here today.","de",0.0636363636363636,0,221,"2023",1,0
"Maria Arena","S&D","Female",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",11,"Monsieur le Président, le pacte vert est sans conteste le signal positif montrant que la Commission a pris conscience de l’ampleur du défi posé par la crise climatique, mais aussi par la crise de la biodiversité et des pollutions multiples. Il était primordial de montrer aux citoyens que l’Europe est en mesure de les protéger et de leur assurer un avenir viable. Et je me réjouis du vote qui a eu lieu aujourd’hui sur la loi sur la restauration de la nature. Nous avons fait de grandes avancées sur le paquet climat et je vous en remercie, Monsieur Timmermans. Mais la plupart des autres objectifs et des stratégies sont en retard ou ne figurent encore dans aucun texte contraignant. Certains prétendent pourtant vouloir faire une pause réglementaire. Ainsi, nous avons près d’un an de retard dans la révision du règlement REACH qui a été annoncée en 2019. Et pourtant, des études nous disent que les économies qui pourraient être faites sur les soins de santé seraient dix fois plus importantes que le coût qui serait imputé aux industries. Nous serions donc gagnants si nous menions cette révision. Idem sur la question des pesticides. Nous nous sommes engagés à une réduction de 50 % des pesticides d’ici à 2030. Nous devons effectivement prendre ces mesures. C’est de notre responsabilité si nous voulons que les citoyens européens nous fassent confiance.","Mr. President, the Green Deal is undoubtedly a positive sign that the Commission has recognized the scale of the challenge posed by the climate crisis, as well as the biodiversity crisis and multiple forms of pollution. It was essential to show citizens that Europe is capable of protecting them and ensuring a sustainable future. And I welcome today's vote on the Nature Restoration Law. We have made great strides on the climate package, and I thank you for that, Mr. Timmermans. But most of the other objectives and strategies are behind schedule or have yet to be included in any binding text. Some people claim that they want to take a regulatory break. As a result, we are almost a year behind schedule in revising the REACH regulation, which was announced in 2019. Yet studies tell us that the savings that could be made in healthcare would be ten times greater than the cost to industry. We would therefore stand to gain by carrying out this revision. The same applies to the issue of pesticides. We have committed to a 50% reduction in pesticides by 2030. We must take these measures. It is our responsibility if we want European citizens to trust us.","fr",0.0102040816326531,0.0408163265306122,203,"2023",1,0.0408163265306122
"Marie-Pierre Vedrenne","Renew","Female",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",12,"Monsieur le Président, notre ambition est claire: gagner la bataille du climat, ensemble et en responsabilité. Nous avions fixé, y compris avec le PPE, le cap dès 2019: celui de la loi climat, notre boussole pour être le premier continent neutre en émissions de carbone. Nous avons le devoir d’agir toujours ensemble et en responsabilité pour tous ceux qui, en Europe et dans le monde, subissent les conséquences des chaleurs extrêmes, des sécheresses, des inondations, de la montée des eaux. Nous ne gagnerons, Monsieur le Commissaire, que si nous agissons dans un cadre multilatéral et en étant cohérents. Et nos politiques extérieures doivent être en ligne avec le pacte vert. Et notre politique commerciale doit elle aussi davantage se verdir. Poussé par la France, l’accord de Paris devient une clause essentielle de nos futurs accords de commerce. Mais il nous faut aller plus loin. Ce doit être le cas pour tous les accords de commerce avec des chapitres sur le développement durable qui intègrent des sanctions en cas de non-respect des engagements. Le climat ne doit pas être non plus la variable d’ajustement de nos accords de commerce et l’Union européenne doit continuer à agir aussi avec l’OMC pour réellement atteindre nos objectifs.","Mr. President, our ambition is clear: to win the battle against climate change, together and responsibly. In 2019, we set our course, together with the EPP, with the Climate Law, our compass for becoming the first carbon-neutral continent. We have a duty to always act together and responsibly for all those in Europe and around the world who are suffering the consequences of extreme heat, droughts, floods, and rising sea levels. We will only win, Commissioner, if we act within a multilateral framework and in a consistent manner. And our external policies must be in line with the Green Deal. Our trade policy must also become greener. Driven by France, the Paris Agreement is becoming an essential clause in our future trade agreements. But we must go further. This must be the case for all trade agreements with chapters on sustainable development that include sanctions for non-compliance with commitments. The climate must not be used as an adjustment variable in our trade agreements, and the European Union must continue to work with the WTO to ensure that we truly achieve our objectives.","fr",0.0102040816326531,0.0204081632653061,182,"2023",1,0.0102040816326531
"Anna Deparnay-Grunenberg","Greens/EFA","Female",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",13,"Herr Präsident, meine Damen und Herren! Wir feiern heute einen Sieg für den Naturschutz. Wir haben eine europäische Mehrheit für das Gesetz zur Wiederherstellung der Natur. Lieber Herr Timmermans, lassen Sie uns diese Dynamik nutzen, um noch geplante Legislativvorhaben vor 2024 anzugehen. Ein Beispiel: Ich fordere Sie auf, machen Sie einen Vorschlag zum versprochenen Forest Monitoring Law. Wir brauchen dieses Gesetz. Die Wälder sind nämlich unsere größten Verbündeten gegen den Klimawandel. Ein einheitliches Monitoring dient dazu, den Zustand der Wälder europaweit zu vergleichen. Wir wüssten dann zuverlässig, wie alt, wie hoch, wie breit, wie gesund oder krank die Bäume und die Bestände in bestimmten Wäldern sind, wie viel Totholz-CO2 gespeichert wird und wie viel Feuchtigkeit darin steckt, und damit, wie wir sie gemeinsam mit den Forstleuten und Waldbesitzenden schützen könnten. Illegale Abholzung und Kahlschläge habe ich in den letzten Monaten zu Hauf in Europa gesehen. Der Schutz unserer Wälder und der Waldböden, die immerhin 40 % unseres Kontinents bedecken, sind elementar, um unser Klima zu retten.","Mr. President, ladies and gentlemen, today we are celebrating a victory for nature conservation. We have a European majority in favor of the law on nature restoration. Dear Mr. Timmermans, let us use this momentum to tackle legislative projects that are still planned before 2024. For example, I urge you to make a proposal for the promised Forest Monitoring Law. We need this law. Forests are our greatest allies in the fight against climate change. Uniform monitoring will enable us to compare the condition of forests across Europe. We would then have reliable information on the age, height, width, health, and disease status of trees and stands in specific forests, how much CO2 is stored in deadwood and how much moisture it contains, and thus how we could protect them together with foresters and forest owners. I have seen illegal logging and clear-cutting rampant in Europe in recent months. Protecting our forests and forest soils, which cover 40% of our continent, is essential to saving our climate.","de",0,0.0319148936170213,167,"2023",1,0.0212765957446809
"Anna Zalewska","ECR","Female",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",14,"Panie Przewodniczący! Panie Komisarzu! A może teraz chwilę o faktach. Przedstawione w ubiegłym tygodniu sprawozdanie m.in. Unii Europejskiej, pokazuje, jak polityka klimatyczna jest uzależniona od całego świata, który jest poza Unią Europejską, przede wszystkim od Chin. To Chiny będą beneficjentami naszego pakietu Fit for 55. Po drugie, pakiet Fit for 55 jest nieaktualny dlatego, że powstał przed pandemią i przed wojną, powodując zresztą duże zawirowania na rynku i kryzys energetyczny. Należy go zweryfikować. Nie ma w systemach finansowych takich pieniędzy, które wyszłyby naprzeciw tym wszystkim algorytmom, bo przecież nie wyliczeniom. Większość skutków oddziaływań jest po prostu nieprawdziwa. Po trzecie – i to największy zarzut – to pakiet, który wystąpił przeciwko człowiekowi. Żeby zrealizować jakąkolwiek koncepcję, ideę – a przecież to jest dobra idea, mówiąca o chronieniu środowiska – wystąpiliśmy przeciwko ludziom. Ludzie dla nas są tylko po to, żeby zapłacić za to pieniądze. Nie są naszymi partnerami. Nie potrafiliśmy ich przekonać do Zielonego Ładu. To źle wróży.","Mr. President, Commissioner, let us now consider the facts. The report presented last week by the European Union, among others, shows how climate policy is dependent on the entire world outside the European Union, primarily on China. It is China that will benefit from our Fit for 55 package. Secondly, the Fit for 55 package is outdated because it was created before the pandemic and before the war, causing considerable turmoil in the market and an energy crisis. It needs to be revised. There is no money in the financial systems that would meet all these algorithms, because they are not calculations. Most of the effects are simply untrue. Thirdly, and this is the biggest criticism, it is a package that has turned against people. In order to implement any concept, any idea—and this is a good idea, after all, about protecting the environment—we have turned against people. For us, people are only there to pay for it. They are not our partners. We have not been able to convince them of the Green Deal. This does not bode well.","pl",0.0123456790123457,0.037037037037037,180,"2023",1,0.0246913580246914
"André Rougé","ID","Male",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",15,"Monsieur le Président, chers collègues, la politique écologique de l’UE se résume en un mot: inconscience. Inconscience des choix. L’Union n’apporte aucune réponse aux problématiques climatiques actuelles et à celles qui nous guettent. Privilégiant l’écologie punitive et militante au pragmatisme et à la science, elle se veut antinucléaire. Elle a préféré l’agit-prop d’une jeune activiste dont la place est à l’école aux avis des plus éminents scientifiques. Inconscience des contradictions. Elle a mis en place les politiques les plus punitives et restrictives, accablant les ruraux et nos agriculteurs de tous les maux. L’UE ratifie les traités de libre-échange, favorise l’importation de productions venues du bout du monde par avions, cargos, porte-conteneurs et autres supertankers. Inconscience de son image d’avenir, celle d’une écologie punitive subissant les effets du réchauffement climatique, une posture ôtant tout espoir et toute perspective d’innovation à notre jeunesse. Il faut cesser cette tragicomédie. Il faut remettre en cause la religion du libre-échange et l’importation de produits que les États membres savent produire, souvent de bien meilleure qualité. Comme le clame le Rassemblement national, l’heure est à une écologie aussi bien sociale que locale.","Mr. President, dear colleagues, the EU's environmental policy can be summed up in one word: recklessness. Recklessness in its choices. The Union offers no answers to current climate issues or those that lie ahead. It favors punitive and militant environmentalism over pragmatism and science, and claims to be anti-nuclear. It has chosen to listen to the propaganda of a young activist who belongs in school rather than the opinions of the most eminent scientists. Recklessness in terms of contradictions. It has implemented the most punitive and restrictive policies, burdening rural communities and our farmers with all kinds of problems. The EU ratifies free trade agreements and promotes the importation of products from the other side of the world by plane, cargo ship, container ship, and supertanker. It is oblivious to its image for the future, that of a punitive environmentalism suffering the effects of global warming, a stance that robs our youth of all hope and prospects for innovation. This tragicomedy must stop. We must question the religion of free trade and the importation of products that Member States know how to produce, often of much better quality. As the National Rally proclaims, the time has come for an ecology that is both social and local.","fr",0.00900900900900901,0.018018018018018,206,"2023",0,0.027027027027027
"Πέτρος Κόκκαλης","The Left","Male",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",16,"Κύριε Πρόεδρε, αγαπητέ κύριε Timmermans, δημιουργήσαμε την Ευρωπαϊκή Πράσινη Συμφωνία, για να προστατεύσουμε τις μελλοντικές γενιές και να θεσπίσουμε το δικαίωμα σε δημόσια αγαθά για όλους. Αυτή είναι μια βαθιά ανθρωπιστική πολιτική φιλοδοξία. Ο κλιματικός νόμος μάς δεσμεύει σε βάθος εικοσιπενταετίας, το ίδιο και ο νόμος για την αποκατάσταση της φύσης, που σήμερα απέδειξε ότι ο αγώνας για μια δίκαιη μετάβαση σε έναν κόσμο φιλικό προς τον άνθρωπο και την κοινωνία αποτελεί την κοινή συνισταμένη της προοδευτικής πλειοψηφίας. Η πράσινη μετάβαση δεν μπορεί να μπει σε αναμονή. Οι επιστήμονες και τα μάτια μας μας το λένε ξεκάθαρα ότι ο άνθρωπος είναι μέρος βιολογικών συστημάτων, τα οποία δεν μπορεί να ελέγξει πλήρως αλλά μπορεί και ήδη τα θέτει εκτός πεδίου επιβίωσης του ανθρώπινου πολιτισμού. Είτε το αποδεχόμαστε είτε όχι, αυτό το όραμα απαιτεί όχι μόνον αναρρύθμιση της αγοράς και κινητοποίηση νέων τεχνολογιών, αλλά και αποτελεσματικό σχεδιασμό, δημόσιες επενδύσεις, αναδιανομή πόρων και πλατιά λαϊκή συμμετοχή. Εάν δεν έχουμε δίκαια μετάβαση, δεν θα έχουμε μετάβαση. Κι αν δεν ολοκληρωθεί σήμερα, αύριο δεν θα έχουμε επιλογές. Θα έχουμε είτε την κλιματική ουδετερότητα είτε το τέλος της πολιτικής. Δημοκρατικός σοσιαλισμός ή βαρβαρότητα. There is no alternative.","Mr. President, dear Mr. Timmermans, we created the European Green Deal to protect future generations and establish the right to public goods for all. This is a deeply humanistic political ambition. The climate law commits us for 25 years, as does the law on nature restoration, which today has proven that the struggle for a just transition to a people- and society-friendly world is the common denominator of the progressive majority. The green transition cannot be put on hold. Scientists and our own eyes tell us clearly that humans are part of biological systems that they cannot fully control but can and already are putting beyond the scope of human civilization's survival. Whether we accept it or not, this vision requires not only market regulation and the mobilization of new technologies, but also effective planning, public investment, resource redistribution, and broad popular participation. If we do not have a just transition, we will not have a transition. And if it is not completed today, tomorrow we will have no choices. We will have either climate neutrality or the end of politics. Democratic socialism or barbarism. There is no alternative.","el",0.0102040816326531,0.0408163265306122,189,"2023",0,0.0204081632653061
"Hildegard Bentele","PPE","Female",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",17,"Herr Präsident, sehr geehrter Herr Kommissar, liebe Kolleginnen und Kollegen! Zu den Risiken des Wegs der EU zur Klimaneutralität fallen mir als Umweltpolitikerin, als Industriepolitikerin, vor allem aber als Christdemokratin auf Anhieb drei wichtige Punkte ein. Wir gefährden diesen Weg, wenn er für die europäische Industrie und Wirtschaft nicht zu einem Business Case wird. Wenn sich die mit hohen Investitionen verbundene Neuausrichtung nicht absehbar auch finanziell lohnt und unsere europäischen Unternehmen dem internationalen Wettbewerb nicht standhalten können, dann bekommen wir das massive Problem der Deindustrialisierung, und dann wird niemand mehr unseren hohen Standards folgen. Geld ist aber nicht alles. Es besteht auch die Gefahr, dass wir Unternehmen mit unerfüllbaren, unrealistischen und im Hinblick auf Klimaschutz unnötigen Vorgaben regelrecht die Luft abdrücken bzw. Innovationen abwürgen – mit allen Konsequenzen für Standorte und Jobs. Das zweite Risiko besteht darin, dass wir die Bürger mit zu schnellen und zu radikalen Klimamaßnahmen überfordern. Wer sich kein Elektroauto leisten kann, nicht die Haussanierung oder den Heizungsaustausch, nicht die teurer gewordenen Lebensmittel –, und wenn wir Existenzen im ländlichen Raum vernichten, dann werden auch eigentlich aufgeschlossene Europäer protestieren und leider die rechte Seite hier im Parlament stärken. Sie, Herr Timmermans, haben in den Niederlanden mit der BBB ein Beispiel vor Ihren eigenen Augen. Ein nur von Eliten und Technokraten getragener Klimaschutz ist zum Scheitern verurteilt. Hören Sie dazu bitte auf uns Volksvertreter. Wir haben das Ohr bei den Menschen vor Ort. Und zuletzt: Klimaschutz muss international gemacht werden. Den größten Erfolg würden wir erzielen, wenn wir das marktwirtschaftliche und erfolgreiche Instrument des Emissionshandels global ausdehnten. Wir müssen da ansetzen, wo es am günstigsten und effizientesten ist, CO2 einzusparen. Diesem Ziel sollte sich die EU-Kommission als Oberstes widmen und nicht dem hilflosen Versuch eines europäischen Klimazolls. VORSITZ: EVELYN REGNERVizepräsidentin","Mr. President, Commissioner, ladies and gentlemen, as an environmental politician, an industrial politician, but above all as a Christian Democrat, three important points immediately come to mind regarding the risks of the EU's path to climate neutrality. We are jeopardizing this path if it does not become a business case for European industry and the European economy. If the realignment, which involves high investments, is not foreseeably financially worthwhile and our European companies cannot withstand international competition, then we will face the massive problem of deindustrialization, and then no one will follow our high standards anymore. But money isn't everything. There is also a danger that we will literally stifle companies with unachievable, unrealistic, and, in terms of climate protection, unnecessary requirements, or stifle innovation—with all the consequences that this entails for locations and jobs. The second risk is that we will overwhelm citizens with climate measures that are too rapid and too radical. Those who cannot afford an electric car, renovate their homes or replace their heating systems, or buy food that has become more expensive – and if we destroy livelihoods in rural areas, then even open-minded Europeans will protest and, unfortunately, strengthen the right wing here in Parliament. Mr. Timmermans, you have an example right before your eyes in the Netherlands with the BBB. Climate protection supported only by elites and technocrats is doomed to failure. Please listen to us, the representatives of the people. We have the ear of the people on the ground. And finally, climate protection must be international. We would achieve the greatest success if we expanded the market-based and successful instrument of emissions trading globally. We must start where it is cheapest and most efficient to reduce CO2 emissions. The EU Commission should make this its top priority, rather than the futile attempt to introduce a European climate tax. IN THE CHAIR: EVELYN REGNER Vice-President","de",0.0301204819277108,0.0120481927710843,313,"2023",1,0.036144578313253
"Delara Burkhardt","S&D","Female",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",18,"Frau Präsidentin! Es ist schon ein starkes Stück, gerade als EVP zu sagen, dass unsere Klimapolitik den rechten Rand stärkt, wenn es die Stimme der AfD war, die dafür gesorgt hat, dass im Umweltausschuss das Gesetz blockiert werden konnte. Das ist zum Glück nicht eingetreten. Als in Montreal das globale Abkommen zum Artenschutz verabschiedet wurde, wurde das auch von vielen Mitgliedern in diesem Parlament als historisch bezeichnet. Und mit Recht. Was einigen dabei anscheinend nicht bewusst war: Global bedeutet, dass ein Abkommen auch für uns in der EU gilt. Denn auch in der EU geht es der Natur schlecht, und das ist das, was unsere Ernährungssicherheit und unsere zukunftsfähige Landwirtschaft gefährdet. Ich habe jetzt die Pressemitteilung der EVP heute gelesen, und ja, man möchte, dass das Montreal-Abkommen weltweit umgesetzt wird, aber wenn es dann konkret wird, wird blockiert – mit Scheinaussagen, die sogar Frans Timmermans persönlich vorgeworfen haben, dass er den Weihnachtsmann aus dem finnischen Wald verbannen will. So weit ging es dann in diesem Punkt, und wir müssen uns jetzt fragen: Gibt es Naturzerstörung oder den Weihnachtsmann? Es gibt Naturzerstörung. Dafür müssen wir unsere Hausaufgaben machen. Und das gehen wir jetzt an!","Madam President, it is quite something for the EPP to say that our climate policy is strengthening the far right, when it was the AfD that ensured that the bill was blocked in the Environment Committee. Fortunately, that did not happen. When the global agreement on species protection was adopted in Montreal, many members of this Parliament described it as historic. And rightly so. What some people apparently did not realize was that global means that an agreement also applies to us in the EU. Because nature is also suffering in the EU, and that is what threatens our food security and our sustainable agriculture. I have now read today's press release from the EPP, and yes, they want the Montreal Agreement to be implemented worldwide, but when it comes down to it, they block it – with bogus statements that even accused Frans Timmermans personally of wanting to banish Santa Claus from the Finnish forest. That is how far it has gone on this issue, and we must now ask ourselves: Is it the destruction of nature or Santa Claus? It is the destruction of nature. We must do our homework on this. And we are going to tackle it now!","de",0.0106382978723404,0.0425531914893617,202,"2023",1,0.0212765957446809
"Dacian Cioloş","Renew","Male",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",19,"Doamna președintă, domnule vicepreședinte executiv, Parlamentul European a susținut de la începutul mandatului Green Deal-ul, deoarece nu putem băga capul în nisip și ignora problemele de mediu pe care le avem acum și care ne afectează nu doar calitatea vieții, dar și economic. Avem însă nevoie de o abordare realistă ca să nu cădem în ideologie cu aceste discuții. Voturile de săptămâna aceasta din plenară au arătat că avem nevoie de abordări curajoase, dar în același timp de pragmatism și de decizii fezabile pentru cei care trebuie să le aplice pe teren. Propunerile Comisiei, ambițioase însă, din punctul meu de vedere, multe inadecvate sau nerealiste, lipsite de coerență câteodată cu alte politici europene, au provocat reacții extreme în Parlament. Ne asumăm însă rolul să le corectăm pentru a face textul final fezabil și aplicabil pe teren. Și e ceea ce am făcut și astăzi cu legea pentru restaurarea naturii. Da, trebuie să continuăm cu tranziția verde, dar e necesar ca deciziile noastre să ia în calcul realitățile de pe teren și impactul, nu doar cel de mediu, dar, ci și cel economic și social, în special asupra celor care vor trebui să asume eforturi în aplicarea acestei legislații.","Madam President, Mr. Executive Vice-President, the European Parliament has supported the Green Deal since the beginning of its term, because we cannot bury our heads in the sand and ignore the environmental problems we are currently facing, which affect not only our quality of life but also our economy. However, we need a realistic approach so that we do not fall into ideology with these discussions. This week's votes in plenary showed that we need bold approaches, but at the same time pragmatism and feasible decisions for those who have to implement them on the ground. The Commission's proposals, which are ambitious but, in my view, often inadequate or unrealistic, and sometimes inconsistent with other European policies, have provoked extreme reactions in Parliament. However, we are taking on the task of correcting them to make the final text feasible and applicable on the ground. And that is what we have done today with the law on nature restoration. Yes, we must continue with the green transition, but our decisions must take into account the realities on the ground and the impact, not only on the environment, but also on the economy and society, especially on those who will have to make efforts to implement this legislation.","ro",0,0.0103092783505155,206,"2023",0,0
"Thomas Waitz","Greens/EFA","Male",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",20,"Madam President, Commissioner, unfortunately Mr Bellamy is not here anymore but, colleagues from EPP, look, for today the show is over. Could you please return to factual basis in your argumentation? I mean, Mr Bellamy just said 10% of the agricultural landscape should be, I don’t know, renaturalised. No, it’s about having a climate and environment-friendly agriculture on the 10%, changing this agricultural model there. That’s what it’s about. This is the reality. So by creating alternative truth – this is something we’ve seen coming from Trump, this is something we are used to from the right wing here in the House – is this really the standard you want to form your politics upon? I really urge you: come back to the negotiating table. Yes, your concerns have to be taken serious and we have to work on compromises together. I don’t know why you have started the campaign mode already. I think citizens expect from us to work to deliver solutions, to deliver compromises until, I would say, at least into the winter time. For campaign we have enough time after that. So please return to the table, return to the group of constructive parties here in the European Parliament. I would be very thankful for that.","Madam President, Commissioner, unfortunately Mr Bellamy is not here anymore but, colleagues from EPP, look, for today the show is over. Could you please return to factual basis in your argumentation? I mean, Mr Bellamy just said 10% of the agricultural landscape should be, I don’t know, renaturalised. No, it’s about having a climate and environment-friendly agriculture on the 10%, changing this agricultural model there. That’s what it’s about. This is the reality. So by creating alternative truth – this is something we’ve seen coming from Trump, this is something we are used to from the right wing here in the House – is this really the standard you want to form your politics upon? I really urge you: come back to the negotiating table. Yes, your concerns have to be taken serious and we have to work on compromises together. I don’t know why you have started the campaign mode already. I think citizens expect from us to work to deliver solutions, to deliver compromises until, I would say, at least into the winter time. For campaign we have enough time after that. So please return to the table, return to the group of constructive parties here in the European Parliament. I would be very thankful for that.","en",0,0.0099009900990099,209,"2023",0,0
"Izabela-Helena Kloc","ECR","Female",2023-07-12,"19. Delivering on the Green Deal: risk of compromising the EU path to the green transition and its international commitments (debate)",21,"Pani Przewodnicząca! Szanowni Państwo! Najwyższy czas zadać sobie pytanie, czy zielony ład wzmacnia Europę? Spójrzmy prawdzie w oczy: Europejski Zielony Ład osłabia europejski przemysł i przyspiesza marginalizację europejskiej gospodarki, wręcz pogłębia marginalizację Europy w globalnej, geopolitycznej rywalizacji. Większość krajów, z którymi handlujemy, ma o wiele niższe opłaty za emisję lub nie ma ich w ogóle. SIBAM w tej formule tego nie zmieni. Unijne ambicje klimatyczne nie mają żadnego realnego wpływu na globalne ocieplenie, natomiast mają bardzo realny wpływ na obniżenie konkurencyjności europejskiej gospodarki, wzrost cen i ocieplenie atmosfery, ale tej politycznej w naszych krajach. Pomimo trwającej instytucjonalnej kampanii klimatycznego alarmizmu nasze społeczeństwa nie rozumieją i nie podzielają fanatycznego podejścia do realizacji klimatycznych celów. Ludzie mają dość tego, że panowie wożeni do pracy mercedesami klasy S przerzucają koszty swoich pomysłów na ludzi, którym nie starcza na comiesięczne rachunki. Ci ludzie już wkrótce zagłosują w europejskich wyborach, a ich głos protestu będzie jak najbardziej usprawiedliwiony i zapewne doprowadzi do koniecznej korekty unijnej polityki. Obniżenie konkurencyjności przedsiębiorstw, obniżenie poziomu życia społeczeństw, wzrost cen energii, żywności i generalnie kosztów życia europejskich rodzin: to jest niestety green deal.","Madam President, ladies and gentlemen, it is high time to ask ourselves whether the Green Deal strengthens Europe. Let us face the truth: the European Green Deal weakens European industry and accelerates the marginalization of the European economy, even deepening Europe's marginalization in global geopolitical competition. Most of the countries we trade with have much lower emission charges or none at all. SIBAM in this form will not change that. The EU's climate ambitions have no real impact on global warming, but they do have a very real impact on reducing the competitiveness of the European economy, increasing prices, and warming the atmosphere, but the political atmosphere in our countries. Despite the ongoing institutional campaign of climate alarmism, our societies do not understand and do not share the fanatical approach to achieving climate goals. People are fed up with the fact that gentlemen driven to work in Mercedes S-Class cars are passing on the costs of their ideas to people who cannot afford their monthly bills. These people will soon vote in the European elections, and their protest vote will be entirely justified and will certainly lead to a necessary correction of EU policy. Reduced competitiveness of businesses, lower living standards, higher energy and food prices, and generally higher costs of living for European families: unfortunately, this is the green deal.","pl",0.0236220472440945,0.031496062992126,221,"2023",1,0
